transaction_id,merchant_id,timestamp,amount,currency,mcc,fee
T-20319,M-1002,2026-03-20T07:06:05+03:00,3422.01,SAR,5812,75.2842
T-20320,M-1006,2026-03-20T09:20:07+03:00,1912.90,SAR,5999,40.1709
T-20321,M-1002,2026-03-20T07:33:38Z,4280.42,SAR,5812,94.1692
T-20322,M-1001,2026-03-20T10:51:28+03:00,3040.25,SAR,5411,51.6843
T-20323,M-1004,2026-03-20T08:55:04Z,2249.90,SAR,0742,44.9980
T-20324,M-1002,2026-03-20T11:25:57Z,643.55,SAR,5812,14.1581
T-20325,M-1008,2026-03-20T14:53:53+03:00,4549.62,SAR,5732,81.8932
T-20326,M-1007,2026-03-20T15:03:47+03:00,3811.79,SAR,0763,72.4240
T-20327,M-1002,2026-03-20T14:31:23Z,2576.55,SAR,5812,56.6841
T-20328,M-1004,2026-03-20T18:15:33+03:00,1013.29,SAR,0742,20.2658
T-20329,M-1003,2026-03-20T18:53:15+03:00,1749.77,SAR,4511,29.7461
T-20330,M-1003,2026-03-20T16:45:36Z,1762.49,SAR,4511,29.9623
T-20331,M-1007,2026-03-20T19:48:44+03:00,1725.13,SAR,0763,32.7775
T-20332,M-1001,2026-03-20T18:39:34Z,824.29,SAR,5411,14.0129
T-20333,M-1001,2026-03-20T22:35:15+03:00,639.93,USD,5411,10.8788
T-20334,M-1004,2026-03-20T22:58:07+03:00,2463.55,SAR,0742,49.2710
T-20335,M-1001,2026-03-21T00:21:28+03:00,455.40,USD,5411,7.7418
T-20336,M-1008,2026-03-21T04:52:40+03:00,3193.85,SAR,5732,57.4893
T-20337,M-1003,2026-03-21T08:11:42+03:00,2836.82,SAR,4511,48.2259
T-20338,M-1001,2026-03-21T08:25:56+03:00,2978.41,SAR,5411,50.6330
T-20339,M-1008,2026-03-21T10:27:16+03:00,2773.20,SAR,5732,49.9176
T-20340,M-1006,2026-03-21T11:34:28+03:00,181.63,SAR,5999,3.8142
T-20341,M-1007,2026-03-21T08:51:07Z,3141.90,SAR,0763,59.6961
T-20342,M-1001,2026-03-21T09:52:40Z,-1323.25,SAR,5411,0.0000
T-20343,M-1006,2026-03-21T13:30:05+03:00,4363.17,SAR,5999,91.6266
T-20344,M-1002,2026-03-21T14:21:20+03:00,3634.23,SAR,5812,79.9531
T-20345,M-1003,2026-03-21T15:44:52+03:00,3925.84,SAR,4511,
T-20346,M-1005,2026-03-21T19:05:47+03:00,3483.27,SAR,5541,52.2491
T-20347,M-1006,2026-03-21T19:22:12+03:00,726.45,SAR,5999,15.2555
T-20348,M-1006,2026-03-21T19:37:22+03:00,1616.07,SAR,5999,33.9375
T-20349,M-1001,2026-03-22T01:36:48+03:00,4001.52,SAR,5411,68.0258
T-20350,M-1002,2026-03-21T23:32:17Z,844.20,SAR,5812,18.5724
T-20351,M-1006,2026-03-22T03:50:34+03:00,3343.10,SAR,5999,70.2051
T-20352,M-1002,2026-03-22T06:26:32+03:00,4633.17,SAR,5812,101.9297
T-20353,M-1001,2026-03-22T03:31:19Z,3703.57,SAR,5411,62.9607
T-20354,M-1002,2026-03-22T07:39:03+03:00,666.97,SAR,5812,14.6733
T-20355,M-1004,2026-03-22T09:11:00+03:00,1801.28,SAR,0742,36.0256
T-20356,M-1008,2026-03-22T11:38:07+03:00,3227.06,SAR,5732,58.0871
T-20357,M-1001,2026-03-22T12:17:05+03:00,4502.73,SAR,5411,76.5464
T-20358,M-1005,2026-03-22T15:31:37+03:00,4718.95,SAR,5541,70.7843
T-20359,M-1005,2026-03-22T19:01:10Z,649.41,SAR,5541,9.7412
T-20360,M-1001,2026-03-22T22:37:28+03:00,4971.70,SAR,5411,84.5189
T-20361,M-1007,2026-03-23T00:39:05+03:00,1435.38,SAR,0763,27.2722
T-20362,M-1001,2026-03-22T22:45:47Z,4006.03,SAR,5411,68.1025
T-20363,M-1001,2026-03-22T22:47:02Z,1127.04,SAR,5411,19.1597
T-20364,M-1002,2026-03-22T23:07:23Z,1510.52,SAR,5812,33.2314
T-20365,M-1001,2026-03-23T00:48:59Z,2451.06,SAR,5411,41.6680
T-20366,M-1002,2026-03-23T04:15:08+03:00,4446.82,SAR,5812,97.8300
T-20367,M-1006,2026-03-23T06:36:04+03:00,764.05,SAR,5999,16.0451
T-20368,M-1001,2026-03-23T07:16:07+03:00,4850.48,SAR,5411,82.4582
T-20369,M-1001,2026-03-23T09:37:32+03:00,3410.86,SAR,5411,57.9846
T-20370,M-1005,2026-03-23T07:14:29Z,2181.60,SAR,5541,32.7240
T-20371,M-1008,2026-03-23T13:25:28+03:00,3002.65,SAR,5732,54.0477
T-20372,M-1004,2026-03-23T10:37:01Z,2298.66,SAR,0742,45.9732
T-20373,M-1002,2026-03-23T13:45:01+03:00,2331.23,SAR,5812,51.2871
T-20374,M-1001,2026-03-23T13:48:13+03:00,4035.75,SAR,5411,68.6078
T-20375,M-1005,2026-03-23T14:50:28+03:00,2194.85,SAR,5541,32.9228
T-20376,M-1001,2026-03-23T16:32:56+03:00,3277.41,SAR,5411,55.7160
T-20377,M-1001,2026-03-23T13:45:00Z,185.50,EUR,5411,3.5245
T-20378,M-1001,2026-03-23T18:59:46+03:00,1404.48,SAR,5411,23.8762
T-20379,M-1001,2026-03-23T19:56:49+03:00,727.02,USD,5411,12.3593
T-20380,M-1004,2026-03-23T22:10:33+03:00,1292.85,SAR,0742,25.8570
T-20381,M-1001,2026-03-23T23:44:19+03:00,2971.82,SAR,5411,50.5209
T-20382,M-1001,2026-03-24T01:02:08+03:00,3956.47,SAR,5411,67.2600
T-20383,M-1007,2026-03-24T01:44:38+03:00,4979.21,SAR,0763,94.6050
T-20384,M-1005,2026-03-24T08:49:23+03:00,1135.65,SAR,5541,17.0348
T-20385,M-1001,2026-03-24T12:07:56+03:00,3106.13,SAR,5411,52.8042
T-20386,M-1005,2026-03-24T12:17:55+03:00,1824.44,SAR,5541,27.3666
T-20387,M-1007,2026-03-24T12:43:48+03:00,651.62,SAR,0763,12.3808
T-20388,M-1008,2026-03-24T15:00:47+03:00,826.58,SAR,5732,14.8784
T-20389,M-1006,2026-03-24T16:30:00+03:00,4588.79,SAR,5999,96.3646
T-20390,M-1003,2026-03-24T16:07:34Z,568.32,SAR,4511,9.6614
T-20391,M-1004,2026-03-24T19:50:53+03:00,2364.72,SAR,0742,47.2944
T-20392,M-1001,2026-03-24T19:54:54+03:00,79.30,SAR,5411,1.3481
T-20393,M-1005,2026-03-24T23:18:47+03:00,2310.11,SAR,5541,34.6517
T-20394,M-1001,2026-03-24T23:54:31+03:00,968.36,SAR,5411,16.4621
T-20395,M-1006,2026-03-24T23:43:45Z,4381.47,SAR,5999,92.0109
T-20396,M-1001,2026-03-25T04:38:58+03:00,1545.19,SAR,5411,26.2682
T-20397,M-1008,2026-03-25T04:47:11+03:00,3293.94,SAR,5732,59.2909
T-20398,M-1001,2026-03-25T05:38:47+03:00,4809.86,SAR,5411,81.7676
T-20399,M-1008,2026-03-25T12:06:33+03:00,2252.35,SAR,5732,40.5423
T-20400,M-1002,2026-03-25T12:50:39+03:00,2576.31,SAR,5812,56.6788
T-20401,M-1002,2026-03-25T14:50:25+03:00,1636.54,SAR,5812,36.0039
T-20402,M-1006,2026-03-25T13:08:36Z,3927.72,SAR,5999,82.4821
T-20403,M-1006,2026-03-25T19:51:03+03:00,621.31,SAR,5999,13.0475
T-20404,M-1003,2026-03-25T21:57:56+03:00,3127.51,SAR,4511,53.1677
T-20405,M-1001,2026-03-26T01:54:51+03:00,463.85,SAR,5411,7.8855
T-20405,M-1001,2026-03-25T22:54:51Z,463.85,SAR,5411,7.8855
T-20406,M-1007,2026-03-26T03:27:52+03:00,2450.57,SAR,0763,46.5608
T-20407,M-1008,2026-03-26T07:21:29+03:00,2555.68,SAR,5732,46.0022
T-20408,M-1007,2026-03-26T04:32:04Z,1596.41,SAR,0763,30.3318
T-20409,M-1001,2026-03-26T07:38:47+03:00,-4809.86,SAR,5411,0.0000
T-20410,M-1001,2026-03-26T07:52:44+03:00,1431.00,SAR,5411,24.3270
T-20411,M-1008,2026-03-26T11:14:46+03:00,3143.90,SAR,5732,56.5902
T-20412,M-1006,2026-03-26T16:15:38+03:00,56.01,SAR,5999,1.1762
T-20413,M-1008,2026-03-26T17:54:24+03:00,4830.55,SAR,5732,86.9499
T-20414,M-1003,2026-03-26T15:29:16Z,2645.84,SAR,4511,44.9793
T-20415,M-1007,2026-03-26T18:48:48+03:00,2945.37,SAR,0763,55.9620
T-20416,M-1001,2026-03-26T20:38:51+03:00,688.14,SAR,5411,11.6984
T-20417,M-1003,2026-03-26T21:44:11Z,1751.17,SAR,4511,29.7699
T-20418,M-1001,2026-03-26T23:23:22Z,1405.41,SAR,5411,23.8920
T-20419,M-1006,2026-03-27T03:01:00+03:00,4076.35,SAR,5999,85.6034
T-20420,M-1001,2026-03-27T04:19:31+03:00,3631.89,SAR,5411,61.7421
T-20421,M-1008,2026-03-27T05:22:11+03:00,2212.43,SAR,5732,39.8237
T-20422,M-1006,2026-03-27T05:49:50+03:00,4398.19,SAR,5999,92.3620
T-20423,M-1006,2026-03-27T07:42:11+03:00,334.59,SAR,5999,7.0264
T-20424,M-1003,2026-03-27T10:20:55+03:00,4742.48,SAR,4511,80.6222
T-20425,M-1001,2026-03-27T10:27:40+03:00,796.13,SAR,5411,13.5342
T-20426,M-1001,2026-03-27T10:54:10+03:00,2370.14,SAR,5411,40.2924
T-20427,M-1008,2026-03-27T11:23:53+03:00,470.80,SAR,5732,8.4744
T-20428,M-1001,2026-03-27T11:39:31+03:00,503.93,USD,5411,8.5668
T-20429,M-1008,2026-03-27T12:17:24+03:00,4208.61,SAR,5732,75.7550
T-20430,M-1002,2026-03-27T15:53:14+03:00,701.88,SAR,5812,15.4414
T-20431,M-1008,2026-03-27T16:54:32+03:00,207.39,SAR,5732,3.7330
T-20432,M-1004,2026-03-27T15:16:13Z,773.34,SAR,0742,15.4668
T-20433,M-1004,2026-03-27T15:45:15Z,3714.72,SAR,0742,74.2944
T-20434,M-1002,2026-03-27T19:01:49+03:00,4014.64,SAR,5812,88.3221
T-20435,M-1006,2026-03-27T19:44:18+03:00,791.43,SAR,5999,16.6200
T-20436,M-1008,2026-03-27T20:33:08+03:00,829.99,SAR,5732,14.9398
T-20437,M-1004,2026-03-27T20:50:33+03:00,2798.55,SAR,0742,55.9710
T-20438,M-1008,2026-03-27T18:41:55Z,1101.10,SAR,5732,19.8198
T-20439,M-1007,2026-03-27T19:09:30Z,1584.60,SAR,0763,30.1074
T-20440,M-1004,2026-03-27T23:31:01+03:00,3485.11,SAR,0742,69.7022
T-20441,M-1006,2026-03-28T00:53:36+03:00,1166.41,SAR,5999,24.4946
T-20442,M-1001,2026-03-27T22:25:29Z,4462.72,SAR,5411,75.8662
T-20443,M-1008,2026-03-28T04:18:41+03:00,4650.41,SAR,5732,83.7074
T-20444,M-1004,2026-03-28T05:30:13+03:00,65.69,SAR,0742,1.3138
T-20445,M-1008,2026-03-28T03:02:28Z,2840.79,SAR,5732,51.1342
T-20446,M-1001,2026-03-28T06:05:13+03:00,3213.58,SAR,5411,54.6309
T-20447,M-1001,2026-03-28T07:45:20+03:00,461.59,SAR,5411,7.8470
T-20448,M-1004,2026-03-28T07:56:06+03:00,539.18,SAR,0742,10.7836
T-20449,M-1001,2026-03-28T11:21:18+03:00,4095.59,SAR,5411,69.6250
T-20450,M-1001,2026-03-28T08:21:33Z,1835.34,SAR,5411,31.2008
T-20451,M-1001,2026-03-28T12:48:45+03:00,1664.81,SAR,5411,28.3018
T-20452,M-1002,2026-03-28T13:01:07+03:00,4979.74,SAR,5812,109.5543
T-20453,M-1008,2026-03-28T13:23:53+03:00,-470.80,SAR,5732,0.0000
T-20454,M-1008,2026-03-28T15:10:27+03:00,4844.70,SAR,5732,87.2046
T-20455,M-1001,2026-03-28T14:18:48Z,1289.00,SAR,5411,21.9130
T-20456,M-1002,2026-03-28T18:11:33+03:00,2022.87,SAR,5812,44.5031
T-20457,M-1003,2026-03-28T18:20:17+03:00,1896.97,SAR,4511,32.2485
T-20458,M-1001,2026-03-28T22:09:19+03:00,123.76,SAR,5411,
T-20459,M-1003,2026-03-28T22:42:18+03:00,1034.40,SAR,4511,17.5848
T-20460,M-1008,2026-03-28T22:43:40+03:00,2009.29,SAR,5732,36.1672
T-20461,M-1002,2026-03-28T22:51:06+03:00,3566.25,SAR,5812,78.4575
T-20462,M-1003,2026-03-28T23:46:25+03:00,1011.56,SAR,4511,17.1965
T-20463,M-1001,2026-03-29T03:15:08+03:00,703.97,SAR,5411,11.9675
T-20464,M-1006,2026-03-29T00:39:34Z,3474.99,SAR,5999,72.9748
T-20465,M-1001,2026-03-29T01:26:09Z,1406.80,SAR,5411,23.9156
T-20466,M-1007,2026-03-29T02:33:40Z,1949.72,SAR,0763,37.0447
T-20467,M-1008,2026-03-29T08:30:06+03:00,4975.08,SAR,5732,89.5514
T-20468,M-1001,2026-03-29T05:36:58Z,4835.23,SAR,5411,82.1989
T-20469,M-1002,2026-03-29T09:05:31+03:00,2261.22,SAR,5812,49.7468
T-20470,M-1002,2026-03-29T14:03:48+03:00,1712.49,SAR,5812,37.6748
T-20471,M-1003,2026-03-29T17:36:18+03:00,2974.03,SAR,4511,50.5585
T-20472,M-1008,2026-03-29T18:16:58+03:00,1422.16,SAR,5732,25.5989
T-20473,M-1007,2026-03-29T19:50:24+03:00,2478.69,SAR,0763,47.0951
T-20474,M-1006,2026-03-29T20:43:31Z,126.97,SAR,5999,2.6664
T-20475,M-1001,2026-03-30T00:45:47+03:00,586.26,USD,5411,9.9664
T-20476,M-1001,2026-03-30T01:49:15+03:00,117.11,SAR,5411,1.9909
T-20477,M-1007,2026-03-30T03:31:48+03:00,4238.28,SAR,0763,80.5273
T-20478,M-1003,2026-03-30T07:23:30+03:00,1401.85,SAR,4511,23.8315
T-20479,M-1005,2026-03-30T10:43:59+03:00,2233.46,SAR,5541,33.5019
T-20480,M-1006,2026-03-30T10:48:43+03:00,3447.54,SAR,5999,72.3983
T-20481,M-1001,2026-03-30T10:23:12Z,3736.30,SAR,5411,63.5171
T-20482,M-1004,2026-03-30T16:11:08+03:00,4470.07,SAR,0742,89.4014
T-20483,M-1002,2026-03-30T16:39:22+03:00,4246.52,SAR,5812,93.4234
T-20484,M-1001,2026-03-30T17:48:45+03:00,-1664.81,SAR,5411,0.0000
T-20485,M-1005,2026-03-30T21:17:12+03:00,2154.70,SAR,5541,32.3205
T-20486,M-1001,2026-03-31T21:30:00Z,460.00,SAR,5411,7.8200
T-20487,M-1005,2026-03-31T21:45:00Z,75.50,SAR,5541,1.1325
T-20488,M-1001,2026-03-31T22:05:00Z,1210.00,SAR,5411,20.5700
